sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_time,sim_unstable
5.450000,1784055211.257473,100,True,0.0,idle,5.0,5.001790720580458,[5.0041341324483986, -0.0007351332981787436, 0.0],0.0,None,[0.0, 0.0, 0.0],[0.002343435202917782, -0.0002519838934129673, 0.7897029600973338],[0.002343435202917782, -0.0002519838934129673, 0.7897029600973338],0.0,idle,0.0,0.0,0.0,False,False,5.449999999999622,False
13.700000,1784055217.204807,99,True,0.0,idle,4.9,4.8989097541045155,[4.898805643106536, -0.0007225021031684979, 0.0],0.0,None,[0.0, 0.0, 0.0],[-0.00010409533002957969, -0.0011143078504959516, 0.7891835994675666],[-0.00010409533002957969, -0.0011143078504959516, 0.7891835994675666],0.0,idle,0.0,0.0,0.0,False,False,13.700000000001245,False
19.400000,1784055229.154985,98,True,0.0,idle,4.8,4.799022796130194,[4.79796409426568, -0.0007076458460622941, 0.0],0.0,None,[0.0, 0.0, 0.0],[-0.001058697601911985, -0.0005053770922921273, 0.78888018461205],[-0.001058697601911985, -0.0005053770922921273, 0.78888018461205],50.0,moving,0.5,0.0,0.0,False,False,19.400000000000126,False
30.702000,1784055234.920699,97,True,50.0,moving,4.7,4.344038541374307,[4.837767339512812, -0.0007078973090440911, 0.0],0.0,None,[0.0, 0.0, 0.0],[0.493906303499876, -0.03997809916783918, 0.7836715762605848],[0.493906303499876, -0.03997809916783918, 0.7836715762605848],50.0,moving,0.5,0.0,0.0,False,False,30.701999999993863,False
36.152000,1784055241.438851,96,True,50.0,moving,4.6,4.286557987778547,[5.646404722465228, 0.00037157215423829545, 0.0],0.0,None,[0.0, 0.0, 0.0],[1.3600361962270346, 0.04067343144994865, 0.7852794055217306],[1.3600361962270346, 0.04067343144994865, 0.7852794055217306],50.0,moving,0.5,0.0,0.0,False,False,36.15199999999822,False
42.300000,1784055247.436851,95,True,50.0,moving,4.5,4.091235605365524,[6.501259801395895, -0.004725980944134067, 0.0],0.0,None,[0.0, 0.0, 0.0],[2.4101270738426446, 0.024287535790619815, 0.7894540103528466],[2.4101270738426446, 0.024287535790619815, 0.7894540103528466],50.0,moving,0.5,0.0,0.0,False,False,42.30000000000573,False
48.000000,1784055255.479201,94,True,50.0,moving,4.4,3.9624491763050123,[7.64323253262207, -0.003440983912112049, 0.0],0.0,None,[0.0, 0.0, 0.0],[3.6808358375869195, -0.023834756853494784, 0.7877584552316226],[3.6808358375869195, -0.023834756853494784, 0.7877584552316226],50.0,moving,0.5,0.0,0.0,False,False,48.0000000000127,False
55.600000,1784055266.880570,93,True,50.0,moving,4.3,4.126601727332845,[9.213549535425091, 0.021341318874977984, 0.0],0.0,None,[0.0, 0.0, 0.0],[5.086967428156584, 0.034066412109421164, 0.7838539258583843],[5.086967428156584, 0.034066412109421164, 0.7838539258583843],0,stopped,1.1,0.0,0.0,False,False,55.600000000021986,False
66.500000,1784055271.084101,92,True,0,stopped,4.2,4.199406255442126,[10.308380826947044, 0.026225588922442238, 0.0],0.0,None,[0.0, 0.0, 0.0],[6.109051748527265, 0.0007660252076832294, 0.7897609946694057],[6.109051748527265, 0.0007660252076832294, 0.7897609946694057],0,stopped,1.1,0.0,0.0,False,False,66.50000000002642,False
70.450000,1784055284.272020,91,True,0,stopped,4.1,4.099541235389419,[10.206346871964191, 0.025615532836063274, 0.0],0.0,None,[0.0, 0.0, 0.0],[6.106881096110589, 0.0007419873865054582, 0.7895363944425321],[6.106881096110589, 0.0007419873865054582, 0.7895363944425321],0,stopped,1.55,0.0,0.0,False,False,70.45000000001721,False
