sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_unstable
11.250000,1784125358.180387,100,True,0.0,idle,5.0,5.000965954614606,"[4.99755632195951, 0.00013012691192828388, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.0034095497554008196, -0.0007804537254423404, 0.7892615210352624]","[-0.0034095497554008196, -0.0007804537254423404, 0.7892615210352624]",0.0,idle,0.0,0.0,0.0,False,False,False
15.400000,1784125361.823422,99,True,0.0,idle,4.9,4.897751265723908,"[4.89602202690771, 0.00017788364972973463, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.0017291782545611652, -0.0005923316824684421, 0.7890871457662145]","[-0.0017291782545611652, -0.0005923316824684421, 0.7890871457662145]",40.0,moving,0.4,0.0,0.0,False,False,False
18.400000,1784125365.476405,98,True,40.0,moving,4.8,4.636649397412419,"[4.8364875530158296, 0.00024575133373279205, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.1999045410781392, 0.025057199009325706, 0.7831295469269652]","[0.1999045410781392, 0.025057199009325706, 0.7831295469269652]",50.0,moving,0.9,0.0,0.0,False,False,False
21.402000,1784125369.084660,97,True,50.0,moving,4.7,4.335368493577137,"[4.965573077567149, -0.0009749500712536857, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.6306453472843381, 0.06084372288780459, 0.7859720524513812]","[0.6306453472843381, 0.06084372288780459, 0.7859720524513812]",50.0,moving,0.9,0.0,0.0,False,False,False
24.352000,1784125372.749624,96,True,50.0,moving,4.6,4.268348951693722,"[5.375502607084498, -0.005355493587343649, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.1072152694638857, 0.01757869339277937, 0.7810636992655088]","[1.1072152694638857, 0.01757869339277937, 0.7810636992655088]",30.0,moving,0.6,0.0,0.0,False,False,False
27.302000,1784125376.454140,95,True,30.0,moving,4.5,4.6795192994304555,"[5.7370861649839915, -0.00669618774811462, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.0576504585043927, 0.02127420134243736, 0.7892108518013603]","[1.0576504585043927, 0.02127420134243736, 0.7892108518013603]",30.0,moving,0.6,0.0,0.0,False,False,False
30.302000,1784125380.309172,94,True,30.0,moving,4.4,4.438217222682965,"[5.417825452179111, -0.003908355625810753, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.9797586955666294, 0.03263722647195505, 0.7888441067653641]","[0.9797586955666294, 0.03263722647195505, 0.7888441067653641]",30.0,moving,0.6,0.0,0.0,False,False,False
33.452000,1784125383.975794,93,True,30.0,moving,4.3,4.6891429491187075,"[5.238464948983338, -0.002026667612177409, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.5505467216389067, 0.10513811672269618, 0.7866273844560302]","[0.5505467216389067, 0.10513811672269618, 0.7866273844560302]",60.0,moving,1.2,0.0,0.0,False,False,False
36.452000,1784125387.560380,92,True,60.0,moving,4.2,4.2879735417503495,"[4.431267739914441, 0.017632027383392104, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.14562398304659963, 0.15896384959880164, 0.7856643214928337]","[0.14562398304659963, 0.15896384959880164, 0.7856643214928337]",60.0,moving,1.2,0.0,0.0,False,False,False
39.300000,1784125391.154843,91,True,60.0,moving,4.1,3.548100118670934,"[4.461143873450144, 0.01684179892438563, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.9143692881310865, 0.11381856442789957, 0.7851562684765099]","[0.9143692881310865, 0.11381856442789957, 0.7851562684765099]",45.0,moving,1.65,0.0,0.0,False,False,False
