sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_unstable
17.700000,1784058117.867408,100,True,0.0,idle,5.0,4.998433225390243,"[4.998068999827977, 0.0025585294819925404, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.00036078302746143654, -0.003307861985408386, 0.7888750669451206]","[-0.00036078302746143654, -0.003307861985408386, 0.7888750669451206]",0.0,idle,0.0,0.0,0.0,False,False,False
21.702000,1784058126.474527,99,True,0.0,idle,4.9,4.902163081375359,"[4.898179248654869, 0.0024597470356797387, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.003980483163018123, -0.0032708849304527617, 0.7887349192520989]","[-0.003980483163018123, -0.0032708849304527617, 0.7887349192520989]",40.0,moving,0.4,0.0,0.0,False,False,False
28.452000,1784058136.836699,98,True,40.0,moving,4.8,4.613547361719311,"[4.81387785424209, 0.002425173178635818, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.20034499499008526, 0.013993035091377202, 0.7817496277152162]","[0.20034499499008526, 0.013993035091377202, 0.7817496277152162]",50.0,moving,0.9,0.0,0.0,False,False,False
36.052000,1784058140.950205,97,True,50.0,moving,4.7,4.537521537006444,"[4.893564611465521, 0.002340428064641513, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.35605100984803323, -0.006145674316028693, 0.7892155910543424]","[0.35605100984803323, -0.006145674316028693, 0.7892155910543424]",50.0,moving,0.9,0.0,0.0,False,False,False
39.100000,1784058146.775833,96,True,50.0,moving,4.6,4.26332635713846,"[5.136893269156824, 0.0022538726651234594, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.8737296374644047, -0.034994978144041955, 0.7822695789582864]","[0.8737296374644047, -0.034994978144041955, 0.7822695789582864]",30.0,moving,0.6,0.0,0.0,False,False,False
43.400000,1784058150.188558,95,True,30.0,moving,4.5,4.558684261973603,"[5.7647631387732625, 0.014955438659473283, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.2067662259955223, -0.06420480056705406, 0.7889746831046756]","[1.2067662259955223, -0.06420480056705406, 0.7889746831046756]",30.0,moving,0.6,0.0,0.0,False,False,False
46.200000,1784058157.295051,94,True,30.0,moving,4.4,4.399201320853459,"[5.609212587030452, 0.012365193493240119, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.2105962372998764, -0.05937370308095549, 0.7892478645104685]","[1.2105962372998764, -0.05937370308095549, 0.7892478645104685]",30.0,moving,0.6,0.0,0.0,False,False,False
51.900000,1784058166.006042,93,True,30.0,moving,4.3,4.72142903160705,"[5.507253608991847, 0.010629391694109286, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.7858564002180369, -0.00670547158105783, 0.7789459205403715]","[0.7858564002180369, -0.00670547158105783, 0.7789459205403715]",60.0,moving,1.2,0.0,0.0,False,False,False
58.750000,1784058169.697061,92,True,60.0,moving,4.2,3.666132784353503,"[4.497272865001841, 0.022031973460396766, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.8311510994909644, 0.03102046382206645, 0.7893220867711824]","[0.8311510994909644, 0.03102046382206645, 0.7893220867711824]",60.0,moving,1.2,0.0,0.0,False,False,False
61.550000,1784058179.444136,91,True,60.0,moving,4.1,3.5379169724318644,"[5.155611001411135, 0.022406473213616267, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.6177213323392685, 0.008507074089555273, 0.7852769108441133]","[1.6177213323392685, 0.008507074089555273, 0.7852769108441133]",45.0,moving,1.65,0.0,0.0,False,False,False
69.400000,1784058184.300127,90,True,45.0,moving,4.0,3.6176300908053514,"[7.22584633628727, 0.07512372473940648, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.6099782042948583, -0.037770588412508646, 0.7827202775986312]","[3.6099782042948583, -0.037770588412508646, 0.7827202775986312]",0,stopped,1.65,0.0,0.0,False,False,False
73.100000,1784058192.959859,89,True,0,stopped,3.9,3.897373437346685,"[7.694327412789535, 0.08916412850390171, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.798158563775672, -0.00772761577548333, 0.7871215332205038]","[3.798158563775672, -0.00772761577548333, 0.7871215332205038]",25.0,moving,1.4,0.0,0.0,False,False,False
80.152000,1784058200.740504,88,True,25.0,moving,3.8,3.805324290044827,"[7.583016960067061, 0.08642082040571318, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.7789564392487467, -0.011642966777224172, 0.7872947065172562]","[3.7789564392487467, -0.011642966777224172, 0.7872947065172562]",25.0,moving,1.4,0.0,0.0,False,False,False
