sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_unstable
16.350000,1784056764.153270,100,True,0.0,idle,5.0,4.9987200527413425,"[5.000502533246178, 0.0025049543535325715, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.0017860000947165866, -0.003426898362621116, 0.7889312902826574]","[0.0017860000947165866, -0.003426898362621116, 0.7889312902826574]",0.0,idle,0.0,0.0,0.0,False,False,False
20.250000,1784056771.401935,99,True,0.0,idle,4.9,4.8982607945343455,"[4.899178030289452, 0.002392407433777652, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.0009210457670926604, -0.0037169992609594163, 0.788737030867224]","[0.0009210457670926604, -0.0037169992609594163, 0.788737030867224]",40.0,moving,0.4,0.0,0.0,False,False,False
26.152000,1784056777.422066,98,True,40.0,moving,4.8,4.6594020391313125,"[4.815657131746456, 0.002392531638914566, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.1562550975850972, 0.002177324721159386, 0.78655405908395]","[0.1562550975850972, 0.002177324721159386, 0.78655405908395]",50.0,moving,0.9,0.0,0.0,False,False,False
30.652000,1784056780.919915,97,True,50.0,moving,4.7,4.411641339921317,"[5.052793521608644, 0.001964778500516613, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.6411807164342306, 0.017832019089229465, 0.7869360105471263]","[0.6411807164342306, 0.017832019089229465, 0.7869360105471263]",50.0,moving,0.9,0.0,0.0,False,False,False
33.452000,1784056787.970470,96,True,50.0,moving,4.6,4.242618343469912,"[5.400518414222489, 0.0011203879559758476, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.157974417936306, 0.0262370741117467, 0.7894853149469488]","[1.157974417936306, 0.0262370741117467, 0.7894853149469488]",30.0,moving,0.6,0.0,0.0,False,False,False
39.350000,1784056792.293340,95,True,30.0,moving,4.5,4.60275032482712,"[6.330762098740898, -0.0029087870072648132, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.7281327540507543, 0.030462879018546555, 0.7887644255601463]","[1.7281327540507543, 0.030462879018546555, 0.7887644255601463]",30.0,moving,0.6,0.0,0.0,False,False,False
42.500000,1784056799.096684,94,True,30.0,moving,4.4,4.403232610566549,"[6.14967741783423, -0.001610254868255976, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.7465549094244315, 0.029528124853718387, 0.7890029966249227]","[1.7465549094244315, 0.029528124853718387, 0.7890029966249227]",30.0,moving,0.6,0.0,0.0,False,False,False
47.550000,1784056811.650930,93,True,30.0,moving,4.3,4.559913724722096,"[6.04003362450254, -0.0008034635434584873, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.4804074722489573, 0.050407166155225086, 0.781612478492326]","[1.4804074722489573, 0.050407166155225086, 0.781612478492326]",60.0,moving,1.2,0.0,0.0,False,False,False
57.500000,1784056815.431221,92,True,60.0,moving,4.2,3.679776527075016,"[5.1802897046425205, 0.009605524156309303, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.5006527233945506, 0.041651981754486034, 0.7843742292291896]","[1.5006527233945506, 0.041651981754486034, 0.7843742292291896]",60.0,moving,1.2,0.0,0.0,False,False,False
60.400000,1784056823.134077,91,True,60.0,moving,4.1,3.5325198771928097,"[5.867814788735135, 0.006238163087442829, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.3354296818318687, -0.02461859128341401, 0.7879824529660954]","[2.3354296818318687, -0.02461859128341401, 0.7879824529660954]",45.0,moving,1.65,0.0,0.0,False,False,False
66.250000,1784056829.048102,90,True,45.0,moving,4.0,3.698484245056127,"[7.336604249797138, 0.03222784188119373, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.638371008260793, -0.010860464235072517, 0.7812835375271443]","[3.638371008260793, -0.010860464235072517, 0.7812835375271443]",0,stopped,1.65,0.0,0.0,False,False,False
70.550000,1784056836.323039,89,True,0,stopped,3.9,3.893314981726253,"[7.753769921726319, 0.04020523926643632, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.861084905983296, -0.029829860104008902, 0.7869841526152673]","[3.861084905983296, -0.029829860104008902, 0.7869841526152673]",25.0,moving,1.4,0.0,0.0,False,False,False
76.050000,1784056843.496706,88,True,25.0,moving,3.8,3.802998011199178,"[7.650812203019185, 0.038287360442636864, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.8484337075154342, -0.030354100173653576, 0.7872089692079206]","[3.8484337075154342, -0.030354100173653576, 0.7872089692079206]",25.0,moving,1.4,0.0,0.0,False,False,False
81.152000,1784056853.539429,87,True,25.0,moving,3.7,4.233006608026941,"[7.533594317883498, 0.03573887244936202, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.3006995834883637, 0.0049637017806515365, 0.7839824229890476]","[3.3006995834883637, 0.0049637017806515365, 0.7839824229890476]",55.0,moving,1.95,0.0,0.0,False,False,False
88.602000,1784056857.748967,86,True,55.0,moving,3.5999999999999996,3.143538877105455,"[6.736728829976331, 0.03784283582675157, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.593366593314393, 0.0045183553193951535, 0.7827500454769047]","[3.593366593314393, 0.0045183553193951535, 0.7827500454769047]",55.0,moving,1.95,0.0,0.0,False,False,False
91.802000,1784056866.889334,85,True,55.0,moving,3.5,3.046206457106544,"[7.347338110523653, 0.04389678395477577, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.301464554202006, -0.0011371834268237599, 0.7767602856640179]","[4.301464554202006, -0.0011371834268237599, 0.7767602856640179]",0,stopped,2.3,0.0,0.0,False,False,False
99.102000,1784056874.589457,84,True,0,stopped,3.4,3.411077888773809,"[8.750829198007118, 0.08085976993597521, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.340979330662618, -0.010662060532402972, 0.7896946512446323]","[5.340979330662618, -0.010662060532402972, 0.7896946512446323]",0,stopped,2.3,0.0,0.0,False,False,False
