sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_unstable
16.550000,1784058118.370099,100,True,0.0,idle,5.0,4.999486361209522,"[4.998283883912616, 0.000580782545880861, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.0012016431701866962, -0.002307194188735677, 0.7889356225756758]","[-0.0012016431701866962, -0.002307194188735677, 0.7889356225756758]",0.0,idle,0.0,0.0,0.0,False,False,False
20.650000,1784058126.100195,99,True,0.0,idle,4.9,4.901332512754119,"[4.897260197658333, 0.0004927000618628703, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.004070441818728918, -0.0037925191838600663, 0.7887981488138657]","[-0.004070441818728918, -0.0037925191838600663, 0.7887981488138657]",40.0,moving,0.4,0.0,0.0,False,False,False
27.052000,1784058131.864433,98,True,40.0,moving,4.8,4.597629532293515,"[4.81109448708079, 0.0004698329995323966, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.21352984527652735, 0.02489688048233476, 0.7816780535762229]","[0.21352984527652735, 0.02489688048233476, 0.7816780535762229]",50.0,moving,0.9,0.0,0.0,False,False,False
31.202000,1784058136.134801,97,True,50.0,moving,4.7,4.355114285726215,"[5.070554622399243, 6.451176790870684e-05, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.7154479599936667, 0.008213180807711625, 0.7823357764112723]","[0.7154479599936667, 0.008213180807711625, 0.7823357764112723]",50.0,moving,0.9,0.0,0.0,False,False,False
34.602000,1784058142.322384,96,True,50.0,moving,4.6,4.205371356590635,"[5.638330947882151, 0.0028911425164826025, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.432959860028046, 0.0013877218410112478, 0.7820687030465749]","[1.432959860028046, 0.0013877218410112478, 0.7820687030465749]",30.0,moving,0.6,0.0,0.0,False,False,False
39.200000,1784058145.824049,95,True,30.0,moving,4.5,4.527087511608762,"[6.313176551903872, 0.007068540189884568, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.786123735596655, -0.010655345640029875, 0.7893155736008804]","[1.786123735596655, -0.010655345640029875, 0.7893155736008804]",30.0,moving,0.6,0.0,0.0,False,False,False
41.850000,1784058153.010387,94,True,30.0,moving,4.4,4.399480636267298,"[6.183766858533208, 0.006715358003423552, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.7843162431111128, -0.009537375706711858, 0.7891772880302466]","[1.7843162431111128, -0.009537375706711858, 0.7891772880302466]",30.0,moving,0.6,0.0,0.0,False,False,False
47.400000,1784058159.058393,93,True,30.0,moving,4.3,4.581212690318113,"[6.084666174862564, 0.006295263678941506, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.503533465295167, -0.020775223265246383, 0.7812335097765247]","[1.503533465295167, -0.020775223265246383, 0.7812335097765247]",60.0,moving,1.2,0.0,0.0,False,False,False
52.250000,1784058164.007153,92,True,60.0,moving,4.2,3.6366274920893877,"[4.875733296460128, 0.027452279587625056, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.2392347120146956, 0.05807190640960793, 0.7832091185081981]","[1.2392347120146956, 0.05807190640960793, 0.7832091185081981]",60.0,moving,1.2,0.0,0.0,False,False,False
55.700000,1784058170.955059,91,True,60.0,moving,4.1,3.542573914747342,"[5.740658675706612, 0.02016600658844287, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.1980886399630757, 0.025408458337978685, 0.787455314047959]","[2.1980886399630757, 0.025408458337978685, 0.787455314047959]",45.0,moving,1.65,0.0,0.0,False,False,False
