sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_time,sim_unstable
19.150000,1784042302.124917,100,True,0.0,idle,5.0,5.000815776126837,[4.999680976588735, 0.0016814393313306975, 0.0],0.0,None,[0.0, 0.0, 0.0],[-0.0011338937605067515, -0.0013284199606348344, 0.7889187301106766],[-0.0011338937605067515, -0.0013284199606348344, 0.7889187301106766],0.0,idle,0.0,0.0,0.0,False,False,19.150000000000265,False
23.702000,1784042309.589829,99,True,0.0,idle,4.9,4.899865712123043,[4.8988485045775265, 0.0016206124819235141, 0.0],0.0,None,[0.0, 0.0, 0.0],[-0.001016527400334553, -0.0009611000610135181, 0.7887945485012483],[-0.001016527400334553, -0.0009611000610135181, 0.7887945485012483],40.0,moving,0.4,0.0,0.0,False,False,23.701999999997742,False
30.502000,1784042316.014004,98,True,40.0,moving,4.8,4.639369338136015,[4.864060569205687, 0.0016045934921414605, 0.0],0.0,None,[0.0, 0.0, 0.0],[0.22472929201137726, 0.020397040996569665, 0.7806549766465131],[0.22472929201137726, 0.020397040996569665, 0.7806549766465131],50.0,moving,0.9,0.0,0.0,False,False,30.501999999993973,False
36.352000,1784042319.864486,97,True,50.0,moving,4.7,4.490241735118326,[5.021067311177377, 0.0008852616468136842, 0.0],0.0,None,[0.0, 0.0, 0.0],[0.5308965272452217, 0.026127506407028833, 0.7865036957228626],[0.5308965272452217, 0.026127506407028833, 0.7865036957228626],50.0,moving,0.9,0.0,0.0,False,False,36.35199999999846,False
39.800000,1784042326.539826,96,True,50.0,moving,4.6,4.291805733696765,[5.361447466057431, 0.00037815350300271933, 0.0],0.0,None,[0.0, 0.0, 0.0],[1.0700688248627954, 0.0609241169598367, 0.7825148051260092],[1.0700688248627954, 0.0609241169598367, 0.7825148051260092],30.0,moving,0.6,0.0,0.0,False,False,39.800000000002676,False
45.700000,1784042331.466682,95,True,30.0,moving,4.5,4.536601393776282,[6.087253795120166, -0.016498826420863838, 0.0],0.0,None,[0.0, 0.0, 0.0],[1.551464079138264, 0.0693141003776531, 0.7888116544977908],[1.551464079138264, 0.0693141003776531, 0.7888116544977908],30.0,moving,0.6,0.0,0.0,False,False,45.70000000000989,False
50.100000,1784042341.014950,94,True,30.0,moving,4.4,4.399196267233236,[5.945461809100209, -0.013794812475293447, 0.0],0.0,None,[0.0, 0.0, 0.0],[1.5470684714748475, 0.07025187200230133, 0.7888893537745726],[1.5470684714748475, 0.07025187200230133, 0.7888893537745726],30.0,moving,0.6,0.0,0.0,False,False,50.100000000015264,False
58.600000,1784042349.676999,93,True,30.0,moving,4.3,4.706950647765659,[5.83577258015905, -0.01180783203777784, 0.0],0.0,None,[0.0, 0.0, 0.0],[1.1306915908933235, 0.12084692645888762, 0.7830334888583939],[1.1306915908933235, 0.12084692645888762, 0.7830334888583939],60.0,moving,1.2,0.0,0.0,False,False,58.60000000002565,False
66.300000,1784042354.516290,92,True,60.0,moving,4.2,3.604317535164849,[4.790521732855023, 0.032713369774265894, 0.0],0.0,None,[0.0, 0.0, 0.0],[1.1893594470923206, 0.18349495318934841, 0.7887348893628991],[1.1893594470923206, 0.18349495318934841, 0.7887348893628991],60.0,moving,1.2,0.0,0.0,False,False,66.30000000002688,False
70.750000,1784042363.861522,91,True,60.0,moving,4.1,3.531060531209337,[5.959795609791456, -0.01775889457054977, 0.0],0.0,None,[0.0, 0.0, 0.0],[2.4323569342405746, 0.14213127176937504, 0.7893934443714844],[2.4323569342405746, 0.14213127176937504, 0.7893934443714844],45.0,moving,1.65,0.0,0.0,False,False,70.75000000001651,False
