sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_unstable
11.650000,1784126615.751894,100,True,0.0,idle,5.0,4.999836201511921,"[4.9998424757439475, 0.0023796339315018257, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[9.72786480082552e-06, -0.0034970304640283326, 0.7891950530254589]","[9.72786480082552e-06, -0.0034970304640283326, 0.7891950530254589]",0.0,idle,0.0,0.0,0.0,False,False,False
16.400000,1784126619.227979,99,True,0.0,idle,4.9,4.899628142804175,"[4.898122821888178, 0.002270388510698863, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.0015014142193824382, -0.003916913493377388, 0.7889440034515607]","[-0.0015014142193824382, -0.003916913493377388, 0.7889440034515607]",40.0,moving,0.4,0.0,0.0,False,False,False
19.400000,1784126622.910761,98,True,40.0,moving,4.8,4.679473183534497,"[4.827599974536033, 0.0022799944966683514, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.14813327493407774, 0.01006990687463022, 0.7836302483631943]","[0.14813327493407774, 0.01006990687463022, 0.7836302483631943]",50.0,moving,0.9,0.0,0.0,False,False,False
22.352000,1784126626.396689,97,True,50.0,moving,4.7,4.4508819565963345,"[4.8655633815678385, 0.0022128288108109913, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.41487997796323467, 0.04425367125423034, 0.7854299261249273]","[0.41487997796323467, 0.04425367125423034, 0.7854299261249273]",50.0,moving,0.9,0.0,0.0,False,False,False
25.352000,1784126629.974665,96,True,50.0,moving,4.6,4.260881118642618,"[5.196451550848417, -0.0021317181587746925, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.9358859010676652, 0.04971662910021333, 0.7862922812408605]","[0.9358859010676652, 0.04971662910021333, 0.7862922812408605]",30.0,moving,0.6,0.0,0.0,False,False,False
28.402000,1784126633.627705,95,True,30.0,moving,4.5,4.6902185921640696,"[5.536272738071599, -0.007511783271991215, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.8466717809369212, 0.06860198107468791, 0.7891423155202915]","[0.8466717809369212, 0.06860198107468791, 0.7891423155202915]",30.0,moving,0.6,0.0,0.0,False,False,False
31.502000,1784126637.725547,94,True,30.0,moving,4.4,4.469825879888226,"[5.206648344518624, -0.000553362004718963, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.7380893417791643, 0.10586015008227535, 0.7875144011342236]","[0.7380893417791643, 0.10586015008227535, 0.7875144011342236]",30.0,moving,0.6,0.0,0.0,False,False,False
34.902000,1784126641.486600,93,True,30.0,moving,4.3,4.667983746374922,"[5.015638953937276, 0.0035310913666399407, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.34895441027805857, 0.11365659428317619, 0.7820025508286285]","[0.34895441027805857, 0.11365659428317619, 0.7820025508286285]",60.0,moving,1.2,0.0,0.0,False,False,False
38.050000,1784126645.251432,92,True,60.0,moving,4.2,4.23898387034349,"[4.193054832081706, 0.024508843756680818, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.0438736481139725, 0.15649864161625912, 0.7855831530014439]","[-0.0438736481139725, 0.15649864161625912, 0.7855831530014439]",60.0,moving,1.2,0.0,0.0,False,False,False
41.100000,1784126649.050679,91,True,60.0,moving,4.1,3.529124987134184,"[4.351494809437279, 0.02103860347955004, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.8228017692772732, 0.07625276055174358, 0.779748258654996]","[0.8228017692772732, 0.07625276055174358, 0.779748258654996]",45.0,moving,1.65,0.0,0.0,False,False,False
44.250000,1784126652.580842,90,True,45.0,moving,4.0,3.730843478441263,"[5.132006123997025, 0.013609200441598433, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.4016933843571096, 0.0765371362718436, 0.7832734350380633]","[1.4016933843571096, 0.0765371362718436, 0.7832734350380633]",0,stopped,1.65,0.0,0.0,False,False,False
47.300000,1784126656.265952,89,True,0,stopped,3.9,3.9493038794718087,"[5.393992508264045, 0.009712385678829323, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.445135472334858, 0.06911981117122766, 0.7894450063934718]","[1.445135472334858, 0.06911981117122766, 0.7894450063934718]",25.0,moving,1.4,0.0,0.0,False,False,False
50.400000,1784126660.132283,88,True,25.0,moving,3.8,3.7986134903948945,"[5.223262401433871, 0.012217043627865277, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.425060049374306, 0.06810391345673641, 0.7887807232991887]","[1.425060049374306, 0.06810391345673641, 0.7887807232991887]",25.0,moving,1.4,0.0,0.0,False,False,False
53.700000,1784126663.864324,87,True,25.0,moving,3.7,3.8535408515380243,"[5.120135560291433, 0.013721843221169198, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.2674121686823858, 0.09309162475595606, 0.7841698598046327]","[1.2674121686823858, 0.09309162475595606, 0.7841698598046327]",55.0,moving,1.95,0.0,0.0,False,False,False
56.800000,1784126667.852480,86,True,55.0,moving,3.5999999999999996,3.6053532143922906,"[4.62550089067742, 0.023855832736156282, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.0219012508987253, 0.136289976641296, 0.7846800050084884]","[1.0219012508987253, 0.136289976641296, 0.7846800050084884]",55.0,moving,1.95,0.0,0.0,False,False,False
60.100000,1784126671.824755,85,True,55.0,moving,3.5,3.007904904047375,"[4.824794988059029, 0.019572010053703487, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.8174311262906735, 0.07662036429789994, 0.7873303698676791]","[1.8174311262906735, 0.07662036429789994, 0.7873303698676791]",35.0,moving,2.3,0.0,0.0,False,False,False
63.450000,1784126676.231461,84,True,35.0,moving,3.4,3.249093393397434,"[5.54230141805636, 0.003781076661539262, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.293814548054718, 0.06655793900575825, 0.7844414508331266]","[2.293814548054718, 0.06655793900575825, 0.7844414508331266]",35.0,moving,2.3,0.0,0.0,False,False,False
67.100000,1784126680.323331,83,True,35.0,moving,3.3,3.3229430952602534,"[5.593476061660148, 0.0028464582509881015, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.2740637099667804, 0.1559883981737296, 0.7869818752554254]","[2.2740637099667804, 0.1559883981737296, 0.7869818752554254]",40.0,moving,1.9,0.0,0.0,False,False,False
70.550000,1784126684.434584,82,True,40.0,moving,3.2,3.4324498210761076,"[5.46045293425208, 0.008118490527495414, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.0313017083101275, 0.1585633103991251, 0.7888871154325586]","[2.0313017083101275, 0.1585633103991251, 0.7888871154325586]",50.0,moving,2.4,0.0,0.0,False,False,False
74.050000,1784126688.437557,81,True,50.0,moving,3.0999999999999996,2.764181954613771,"[5.075675005444387, 0.02618920519680462, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.31504293013697, 0.16623356601249362, 0.7877037482288164]","[2.31504293013697, 0.16623356601249362, 0.7877037482288164]",0,stopped,2.4,0.0,0.0,False,False,False
77.450000,1784126692.472116,80,True,0,stopped,3.0,2.9914657344411166,"[5.5172337332461305, -0.0005526689854697397, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.531199161289546, 0.17962717288200494, 0.7889907404403945]","[2.531199161289546, 0.17962717288200494, 0.7889907404403945]",70.0,moving,3.1,0.0,0.0,False,False,False
80.852000,1784126696.707047,79,True,70.0,moving,2.9,2.2594014347342646,"[5.5314986752195, -0.0013884405752798978, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.278236232850497, 0.16505436968857107, 0.7840836105756656]","[3.278236232850497, 0.16505436968857107, 0.7840836105756656]",70.0,moving,3.1,0.0,0.0,False,False,False
84.452000,1784126700.813845,78,True,70.0,moving,2.8,2.306525154600159,"[6.590230811033736, -0.09569520030679282, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.318785592878359, 0.30504774688299546, 0.7857590973696152]","[4.318785592878359, 0.30504774688299546, 0.7857590973696152]",30.0,moving,3.4,0.0,0.0,False,False,False
87.952000,1784126704.925403,77,True,30.0,moving,2.6999999999999997,2.6872192025085564,"[7.24648647829462, -0.24165634387170998, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.6229964862132, 0.3401058960333509, 0.7854692144842612]","[4.6229964862132, 0.3401058960333509, 0.7854692144842612]",30.0,moving,3.4,0.0,0.0,False,False,False
91.202000,1784126709.097326,76,True,30.0,moving,2.5999999999999996,2.605881048071565,"[7.168207044066987, -0.2243929320573454, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.624180117051389, 0.3400032331653916, 0.7853476517447922]","[4.624180117051389, 0.3400032331653916, 0.7853476517447922]",50.0,moving,3.9,0.0,0.0,False,False,False
94.802000,1784126713.347952,75,True,30.0,moving,2.5,2.4999181502760193,"[7.062896011712127, -0.2010320842289362, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.622071251707506, 0.33930600347899303, 0.7856017653427851]","[4.622071251707506, 0.33930600347899303, 0.7856017653427851]",50.0,moving,4.4,0.0,0.0,False,False,False
98.452000,1784126717.569783,74,True,30.0,moving,2.2,2.199366125257415,"[6.7717946263429525, -0.13672052186428985, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.624114196830464, 0.33728383003437085, 0.7853901102666104]","[4.624114196830464, 0.33728383003437085, 0.7853901102666104]",60.0,moving,5.0,0.0,0.0,False,False,False
102.002000,1784126721.898350,73,True,30.0,moving,2.0,2.0013922113753546,"[6.577069677669488, -0.09379180835259776, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.622743885175072, 0.3376957123765677, 0.7853626856016747]","[4.622743885175072, 0.3376957123765677, 0.7853626856016747]",60.0,moving,5.0,0.0,0.0,False,False,False
105.552000,1784126726.157086,72,True,30.0,moving,1.8,1.8296967729419007,"[6.374846558800787, -0.0491460067384642, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.590523499685169, 0.3558002879998487, 0.788237539922352]","[4.590523499685169, 0.3558002879998487, 0.788237539922352]",60.0,moving,5.0,0.0,0.0,False,False,False
109.002000,1784126730.364290,71,True,30.0,moving,1.5,1.4997085731209403,"[6.085824367273732, 0.015105381621757452, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.622313518028435, 0.342613852403442, 0.7854924290137928]","[4.622313518028435, 0.342613852403442, 0.7854924290137928]",60.0,moving,5.0,0.0,0.0,False,False,False
112.552000,1784126734.516741,70,True,30.0,moving,1.2,1.2005299422931512,"[5.794003580355089, 0.08067023199751167, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.622902012505807, 0.3448543725573674, 0.7853687800409539]","[4.622902012505807, 0.3448543725573674, 0.7853687800409539]",60.0,moving,5.0,0.0,0.0,False,False,False
