sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_unstable
12.050000,1784124530.797088,100,True,0.0,idle,5.0,5.001979411856344,"[4.999579288961149, 0.0033183624723357305, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.0023948966907150404, -0.003912315718945476, 0.7891726618409391]","[-0.0023948966907150404, -0.003912315718945476, 0.7891726618409391]",0.0,idle,0.0,0.0,0.0,False,False,False
15.500000,1784124534.445867,99,True,0.0,idle,4.9,4.9012274197227645,"[4.897113715545648, 0.003167870449012458, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.004108287433553969, -0.004118922728252048, 0.7889144174706324]","[-0.004108287433553969, -0.004118922728252048, 0.7889144174706324]",40.0,moving,0.4,0.0,0.0,False,False,False
18.500000,1784124538.295062,98,True,40.0,moving,4.8,4.645627081166466,"[4.835963957509378, 0.0031495460486542738, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.19034591436148832, 0.012313303248936749, 0.7813289091155605]","[0.19034591436148832, 0.012313303248936749, 0.7813289091155605]",50.0,moving,0.9,0.0,0.0,False,False,False
21.502000,1784124541.895817,97,True,50.0,moving,4.7,4.428913583511117,"[4.951852130161938, 0.002885442542883216, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.5230682924774395, 0.03678602179820517, 0.785379271913954]","[0.5230682924774395, 0.03678602179820517, 0.785379271913954]",50.0,moving,0.9,0.0,0.0,False,False,False
24.502000,1784124545.536662,96,True,50.0,moving,4.6,4.236876763372683,"[5.219166983859759, 0.0032113324427105587, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.9823216152399652, -0.013099106312403373, 0.778112349051667]","[0.9823216152399652, -0.013099106312403373, 0.778112349051667]",30.0,moving,0.6,0.0,0.0,False,False,False
27.502000,1784124549.167357,95,True,30.0,moving,4.5,4.536176316846048,"[5.5758018164427305, 0.0029625416233535025, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.03962769641111, -0.001501791510683169, 0.7889739749134482]","[1.03962769641111, -0.001501791510683169, 0.7889739749134482]",30.0,moving,0.6,0.0,0.0,False,False,False
30.502000,1784124553.246419,94,True,30.0,moving,4.4,4.400736181430158,"[5.439073587082809, 0.002908046166001617, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.0383374651485382, 0.003631683784413211, 0.7891024174784347]","[1.0383374651485382, 0.003631683784413211, 0.7891024174784347]",30.0,moving,0.6,0.0,0.0,False,False,False
33.652000,1784124556.800664,93,True,30.0,moving,4.3,4.656108694372349,"[5.333745746511125, 0.002803709531281017, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.6777359712369007, 0.033154102620015065, 0.7816622282478702]","[0.6777359712369007, 0.033154102620015065, 0.7816622282478702]",60.0,moving,1.2,0.0,0.0,False,False,False
36.652000,1784124560.391708,92,True,60.0,moving,4.2,4.350341380428225,"[4.528280531525305, 0.007429602407267307, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.17864166776381965, 0.0856081232544457, 0.7878969798029865]","[0.17864166776381965, 0.0856081232544457, 0.7878969798029865]",60.0,moving,1.2,0.0,0.0,False,False,False
39.600000,1784124564.139367,91,True,60.0,moving,4.1,3.5219130182393488,"[4.54273797114382, 0.007294351514612635, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.0208751924706887, 0.0261059500795278, 0.7854471694066708]","[1.0208751924706887, 0.0261059500795278, 0.7854471694066708]",45.0,moving,1.65,0.0,0.0,False,False,False
42.650000,1784124567.692265,90,True,45.0,moving,4.0,3.626421870108631,"[5.297413513900098, 0.003701462604463024, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.6710111423350589, 0.015593456114374602, 0.7820601094355489]","[1.6710111423350589, 0.015593456114374602, 0.7820601094355489]",0,stopped,1.65,0.0,0.0,False,False,False
45.500000,1784124571.372572,89,True,0,stopped,3.9,3.9091695572693084,"[5.6465261474705715, 0.0021427548051928015, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.7374363122891021, 0.027108490565059193, 0.7880811270011924]","[1.7374363122891021, 0.027108490565059193, 0.7880811270011924]",25.0,moving,1.4,0.0,0.0,False,False,False
48.500000,1784124575.277190,88,True,25.0,moving,3.8,3.801876207417324,"[5.523380746527685, 0.003007351158311921, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.7215808617698871, 0.027097448325450194, 0.7880101086570325]","[1.7215808617698871, 0.027097448325450194, 0.7880101086570325]",25.0,moving,1.4,0.0,0.0,False,False,False
51.700000,1784124579.058307,87,True,25.0,moving,3.7,4.083787209680981,"[5.417564046290735, 0.003538666811652838, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.333935971225488, 0.0395902755535445, 0.7811261971108932]","[1.333935971225488, 0.0395902755535445, 0.7811261971108932]",55.0,moving,1.95,0.0,0.0,False,False,False
54.750000,1784124582.993176,86,True,55.0,moving,3.5999999999999996,3.586172243081168,"[4.669431800586189, 0.011432166384949247, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.083836468702169, 0.07575535829381579, 0.7844649697182174]","[1.083836468702169, 0.07575535829381579, 0.7844649697182174]",55.0,moving,1.95,0.0,0.0,False,False,False
58.000000,1784124586.710457,85,True,55.0,moving,3.5,2.995897336793887,"[4.864439976523901, 0.009744346086254442, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.8686062310175795, 0.02926412821286415, 0.7850437576083128]","[1.8686062310175795, 0.02926412821286415, 0.7850437576083128]",35.0,moving,2.3,0.0,0.0,False,False,False
61.000000,1784124590.576323,84,True,35.0,moving,3.4,3.265157316021913,"[5.506252894403893, 0.005540776569707244, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.2412296635513083, 0.03513132175515881, 0.7839449208597676]","[2.2412296635513083, 0.03513132175515881, 0.7839449208597676]",35.0,moving,2.3,0.0,0.0,False,False,False
64.200000,1784124594.321149,83,True,35.0,moving,3.3,3.2561784660750503,"[5.526435602334999, 0.005364690152001066, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.2710711477720356, 0.07816902311952852, 0.786000947893377]","[2.2710711477720356, 0.07816902311952852, 0.786000947893377]",40.0,moving,1.9,0.0,0.0,False,False,False
67.200000,1784124598.058950,82,True,40.0,moving,3.2,3.256323723597655,"[5.506862033897248, 0.00572934972357278, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.2513492739527465, 0.07839889426209508, 0.7888733214763094]","[2.2513492739527465, 0.07839889426209508, 0.7888733214763094]",50.0,moving,2.4,0.0,0.0,False,False,False
70.300000,1784124601.765478,81,True,50.0,moving,3.0999999999999996,2.749617246931811,"[5.298814625180473, 0.010223429953774427, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.55068027129698, 0.10051505542496032, 0.7858004912877072]","[2.55068027129698, 0.10051505542496032, 0.7858004912877072]",0,stopped,2.4,0.0,0.0,False,False,False
73.350000,1784124605.506601,80,True,0,stopped,3.0,3.081332826325823,"[5.669318200043172, -0.0031367578011758795, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.589808832062689, 0.1028539923307661, 0.7898982856815424]","[2.589808832062689, 0.1028539923307661, 0.7898982856815424]",70.0,moving,3.1,0.0,0.0,False,False,False
76.350000,1784124609.595693,79,True,70.0,moving,2.9,2.244756376555798,"[5.5675768809685335, 0.00017206227928477646, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.324099293517041, 0.07593158109206802, 0.7852224877507489]","[3.324099293517041, 0.07593158109206802, 0.7852224877507489]",70.0,moving,3.1,0.0,0.0,False,False,False
79.552000,1784124613.268806,78,True,70.0,moving,2.8,2.3091141383790803,"[6.516201236159881, -0.043592328761704435, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[4.22434565179604, 0.23819852361367017, 0.7828093458751947]","[4.22434565179604, 0.23819852361367017, 0.7828093458751947]",30.0,moving,3.4,0.0,0.0,False,False,False
82.652000,1784124616.906971,77,True,30.0,moving,2.6999999999999997,2.105281754523244,"[7.150561359340488, -0.12824907747652745, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.071220679715179, 0.20122566204658993, 0.7868032655131297]","[5.071220679715179, 0.20122566204658993, 0.7868032655131297]",30.0,moving,3.4,0.0,0.0,False,False,False
85.652000,1784124620.904979,76,True,30.0,moving,2.5999999999999996,2.5393626014385733,"[7.7258888454548345, -0.22129892435426277, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.219230668742862, 0.1849364836395329, 0.7853923161314835]","[5.219230668742862, 0.1849364836395329, 0.7853923161314835]",50.0,moving,3.9,0.0,0.0,False,False,False
89.002000,1784124625.007487,75,True,30.0,moving,2.5,2.50081436579033,"[7.684711588361203, -0.21457081592972016, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.216659724543657, 0.18890469714390662, 0.7854907108447456]","[5.216659724543657, 0.18890469714390662, 0.7854907108447456]",50.0,moving,4.4,0.0,0.0,False,False,False
92.352000,1784124629.130363,74,True,30.0,moving,2.2,2.1999072400492894,"[7.386664765710917, -0.1658370728583065, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.215594924882275, 0.18919477228460382, 0.7855277305913249]","[5.215594924882275, 0.18919477228460382, 0.7855277305913249]",60.0,moving,5.0,0.0,0.0,False,False,False
95.752000,1784124633.088514,73,True,30.0,moving,2.0,2.00203194525076,"[7.191452752884988, -0.13395117857005218, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.2157145438698205, 0.18945327291767786, 0.7854851564165813]","[5.2157145438698205, 0.18945327291767786, 0.7854851564165813]",60.0,moving,5.0,0.0,0.0,False,False,False
99.002000,1784124637.180368,72,True,30.0,moving,1.8,1.8045750762623496,"[6.98841573864028, -0.10070967817208792, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.207552709847544, 0.19086891937311418, 0.7868822791178665]","[5.207552709847544, 0.19086891937311418, 0.7868822791178665]",60.0,moving,5.0,0.0,0.0,False,False,False
102.402000,1784124641.427031,71,True,30.0,moving,1.5,1.5036749392155342,"[6.705063727081286, -0.05488188956541332, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.220804321863834, 0.18597562193957395, 0.7852869581471719]","[5.220804321863834, 0.18597562193957395, 0.7852869581471719]",60.0,moving,5.0,0.0,0.0,False,False,False
105.702000,1784124645.539600,70,True,30.0,moving,1.2,1.2036570503091935,"[6.4045452070516244, -0.005445367205516138, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.217058628776904, 0.19119115324891148, 0.7855405372760889]","[5.217058628776904, 0.19119115324891148, 0.7855405372760889]",60.0,moving,5.0,0.0,0.0,False,False,False
109.102000,1784124649.540238,69,True,30.0,moving,1.0,1.000281215284832,"[6.204043158911176, 0.027572929535719826, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.21717826497311, 0.19085241619680984, 0.7854731405291676]","[5.21717826497311, 0.19085241619680984, 0.7854731405291676]",60.0,moving,5.0,0.0,0.0,False,False,False
112.502000,1784124653.693283,68,True,30.0,moving,0.9,0.9047047375026713,"[6.107528862175597, 0.0435066080927414, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.215055292317909, 0.1917685019335118, 0.7856727976408119]","[5.215055292317909, 0.1917685019335118, 0.7856727976408119]",60.0,moving,5.0,0.0,0.0,False,False,False
115.952000,1784124657.843978,67,True,30.0,moving,0.85,0.8526953554207433,"[6.057954804135161, 0.05165358395887609, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.2167536656228375, 0.19118857498864925, 0.785466426466888]","[5.2167536656228375, 0.19118857498864925, 0.785466426466888]",60.0,moving,5.0,0.0,0.0,False,False,False
119.402000,1784124661.999583,66,False,30.0,moving,0.8,0.7976842973253572,"[6.005704800013963, 0.060307108435207646, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.218467861984845, 0.18898593964682084, 0.7854109180005023]","[5.218467861984845, 0.18898593964682084, 0.7854109180005023]",60.0,moving,5.0,0.0,0.0,False,False,False
122.802000,1784124666.146628,65,False,30.0,moving,0.75,0.7502331491772974,"[5.956886023581689, 0.06835819359660536, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.216827921593177, 0.19149951000034532, 0.7855081207580301]","[5.216827921593177, 0.19149951000034532, 0.7855081207580301]",60.0,moving,5.0,0.0,0.0,False,False,False
126.252000,1784124670.274255,64,True,30.0,moving,0.8,0.7993304304863302,"[6.004978541061522, 0.06032413981813528, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.216239098430215, 0.19001310904496233, 0.7854964032504655]","[5.216239098430215, 0.19001310904496233, 0.7854964032504655]",60.0,moving,5.0,0.0,0.0,False,False,False
129.502000,1784124674.443444,63,True,30.0,moving,0.9,0.8985006446577875,"[6.10447159780309, 0.04375953791535386, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[5.217921633615076, 0.18981627157967898, 0.7854134416782453]","[5.217921633615076, 0.18981627157967898, 0.7854134416782453]",60.0,moving,5.0,0.0,0.0,False,False,False
