sim_time,wall_time,battery_level,camera_connected,commanded_speed,commanded_status,human_distance,human_distance_true,human_pos,human_speed,human_waypoint,robot_offset,robot_pos,robot_pos_physical,robot_speed,robot_status,robot_x,robot_y,robot_z,sim_fallen,sim_seated,sim_unstable
14.850000,1784056763.093885,100,True,0.0,idle,5.0,5.001623086259558,"[5.002520425842312, 0.0011353211747927422, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.0008984912454949921, -0.002258845081852241, 0.7890946701936139]","[0.0008984912454949921, -0.002258845081852241, 0.7890946701936139]",0.0,idle,0.0,0.0,0.0,False,False,False
18.850000,1784056769.943336,99,True,0.0,idle,4.9,4.902300546695911,"[4.901986459530113, 0.001078864660638345, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[-0.0003124373812465851, -0.0029430101130938032, 0.7889560608170477]","[-0.0003124373812465851, -0.0029430101130938032, 0.7889560608170477]",40.0,moving,0.4,0.0,0.0,False,False,False
24.352000,1784056775.127861,98,True,40.0,moving,4.8,4.627985544252053,"[4.818554612831399, 0.0010860004068862384, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.19059425387167875, 0.01635406195374645, 0.7841439139553869]","[0.19059425387167875, 0.01635406195374645, 0.7841439139553869]",50.0,moving,0.9,0.0,0.0,False,False,False
28.652000,1784056778.886738,97,True,50.0,moving,4.7,4.421350785764374,"[5.0415869639930175, 0.0011842912518995954, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[0.6202457414855732, -0.008011628257333573, 0.7825746789853482]","[0.6202457414855732, -0.008011628257333573, 0.7825746789853482]",50.0,moving,0.9,0.0,0.0,False,False,False
31.702000,1784056786.335753,96,True,50.0,moving,4.6,4.270345575868551,"[5.39873048318361, -0.0018317430268389723, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.1285370998794617, 0.03422108662049851, 0.7831989969060905]","[1.1285370998794617, 0.03422108662049851, 0.7831989969060905]",30.0,moving,0.6,0.0,0.0,False,False,False
37.300000,1784056790.472261,95,True,30.0,moving,4.5,4.66420532467291,"[6.267735980255061, -0.010390382034639531, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.6038965596946633, 0.04803195901715988, 0.7891104340278969]","[1.6038965596946633, 0.04803195901715988, 0.7891104340278969]",30.0,moving,0.6,0.0,0.0,False,False,False
40.050000,1784056797.469818,94,True,30.0,moving,4.4,4.397893509887897,"[6.010798486725524, -0.00720575831782868, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.6132366319096432, 0.04680403137256515, 0.7892166773527834]","[1.6132366319096432, 0.04680403137256515, 0.7892166773527834]",30.0,moving,0.6,0.0,0.0,False,False,False
45.050000,1784056802.938932,93,True,30.0,moving,4.3,4.659891734600105,"[5.9076087410517415, -0.00592112637522646, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.2490605556592738, 0.1059707078707548, 0.7831249774470038]","[1.2490605556592738, 0.1059707078707548, 0.7831249774470038]",60.0,moving,1.2,0.0,0.0,False,False,False
49.550000,1784056806.210148,92,True,60.0,moving,4.2,3.581467071321815,"[4.964233210312568, 0.03419299793226868, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[1.3839395133541126, 0.1258632029173912, 0.7837403353261316]","[1.3839395133541126, 0.1258632029173912, 0.7837403353261316]",60.0,moving,1.2,0.0,0.0,False,False,False
52.250000,1784056813.722376,91,True,60.0,moving,4.1,3.5307368185809898,"[5.692385252293839, 0.013594605749981975, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[2.163010103335986, 0.1116432671490175, 0.7841538592892073]","[2.163010103335986, 0.1116432671490175, 0.7841538592892073]",45.0,moving,1.65,0.0,0.0,False,False,False
57.700000,1784056817.554777,90,True,45.0,moving,4.0,3.7380303485976567,"[7.070553897533814, -0.026450456155993327, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.3343090160818627, 0.08907042014441739, 0.7798223058063066]","[3.3343090160818627, 0.08907042014441739, 0.7798223058063066]",0,stopped,1.65,0.0,0.0,False,False,False
60.850000,1784056824.400547,89,True,0,stopped,3.9,3.916901285846914,"[7.297600268420229, -0.032630597394874936, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.3821256482277415, 0.07307740465653091, 0.7887397169909516]","[3.3821256482277415, 0.07307740465653091, 0.7887397169909516]",25.0,moving,1.4,0.0,0.0,False,False,False
66.000000,1784056830.246736,88,True,25.0,moving,3.8,3.8916230790693427,"[7.15872163044503, -0.028831893878236065, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.2693102261768585, 0.10235163364652582, 0.7893515098377962]","[3.2693102261768585, 0.10235163364652582, 0.7893515098377962]",25.0,moving,1.4,0.0,0.0,False,False,False
70.700000,1784056837.868986,87,True,25.0,moving,3.7,3.8767375243160878,"[6.957672756269572, -0.022740044903805073, 0.0]",0.0,None,"[0.0, 0.0, 0.0]","[3.084044558408779, 0.13249660404924668, 0.7871149162594927]","[3.084044558408779, 0.13249660404924668, 0.7871149162594927]",55.0,moving,1.95,0.0,0.0,False,False,False
